customer_id,gender,age,state,city,estimated_salary,plan_type,device_type,payment_method,tenure_days,total_complaints,last_month_calls,last_month_data,last_month_sms,avg_calls_6m,avg_data_6m,usage_drop_ratio,recharge_consistency,churn
CUST_00025,M,56.0,Mizoram,Mumbai,204089.0,Prepaid,Basic Phone,Credit Card,297,0,45,694,49,208.5,13282.666666666666,0.5287356321839081,1.707825127659933,0
CUST_00026,M,69.0,Karnataka,Bangalore,265875.0,Prepaid,Smartphone,UPI,162,0,373,22415,7,265.5,22570.166666666668,1.0080862533692723,1.2909944487358056,0
CUST_00027,F,84.0,Arunachal Pradesh,Hyderabad,43732.0,Prepaid,Smartphone,UPI,1519,0,248,22574,120,218.0,29330.833333333332,0.8272425249169435,1.8027756377319946,0
CUST_00028,F,78.0,Karnataka,Mumbai,79291.0,Postpaid,Smartphone,UPI,1745,1,311,5126,2,235.5,22173.666666666668,2.0259740259740258,0.0,0
CUST_00029,M,55.0,Arunachal Pradesh,Delhi,181926.0,Prepaid,Smartphone,Net Banking,743,0,33,12910,7,118.5,24937.166666666668,0.3063063063063063,1.7950549357115013,0
CUST_00030,M,69.0,Mizoram,Mumbai,90703.0,Prepaid,Smartphone,UPI,1342,0,467,14043,74,267.0,15244.666666666666,13.0,1.699673171197595,0
CUST_00031,M,68.0,West Bengal,Kolkata,15846.0,Prepaid,Smartphone,UPI,1353,0,490,47362,160,256.8333333333333,26175.333333333332,3.5323741007194243,1.8257418583505538,1
CUST_00032,M,61.0,Mizoram,Hyderabad,20287.0,Postpaid,Smartphone,UPI,358,0,372,8567,136,179.5,29793.166666666668,1.5805084745762712,0.0,0
CUST_00033,F,81.0,West Bengal,Chennai,152023.0,Postpaid,Basic Phone,UPI,299,0,401,43303,71,318.5,24023.666666666668,1.6962025316455696,0.0,0
CUST_00034,M,55.0,Karnataka,Kolkata,165168.0,Prepaid,Smartphone,Credit Card,850,0,156,10789,184,233.66666666666666,18537.5,0.3284518828451883,1.0671873729054748,0
CUST_00035,M,83.0,Mizoram,Hyderabad,258322.0,Postpaid,Smartphone,UPI,1212,0,410,16478,114,261.6666666666667,16953.5,1.2379518072289157,0.0,0
CUST_00036,M,37.0,Arunachal Pradesh,Bangalore,29153.0,Prepaid,Smartphone,Cash,844,0,496,41563,30,261.5,23082.333333333332,3.736842105263158,1.3743685418725535,1
CUST_00037,M,58.0,West Bengal,Delhi,159790.0,Prepaid,Smartphone,Credit Card,1675,0,4,3439,74,237.66666666666666,19133.0,0.058823529411764705,1.674979270186815,1
CUST_00038,F,34.0,Delhi,Delhi,56914.0,Prepaid,Smartphone,Net Banking,54,0,117,24917,62,238.0,23230.833333333332,1.4047619047619047,1.4142135623730951,0
CUST_00039,M,68.0,Arunachal Pradesh,Delhi,108501.0,Prepaid,Smartphone,UPI,1530,0,287,37641,109,228.0,26376.666666666668,0.7480519480519481,0.6871842709362768,1
CUST_00040,M,67.0,Maharashtra,Hyderabad,124575.0,Prepaid,Smartphone,Net Banking,472,0,499,41124,181,279.0,35475.5,1.7361111111111112,1.4907119849998596,0
CUST_00041,M,24.0,Karnataka,Hyderabad,199466.0,Prepaid,Basic Phone,UPI,729,1,341,17771,23,324.5,16415.166666666668,0.8702290076335878,1.5723301886761005,0
CUST_00042,F,31.0,Karnataka,Mumbai,252804.0,Prepaid,Smartphone,Credit Card,1288,0,361,16725,26,278.1666666666667,22219.833333333332,2.366013071895425,2.034425935955617,0
CUST_00043,M,70.0,Maharashtra,Mumbai,175445.0,Prepaid,Smartphone,Net Banking,1875,0,405,23863,32,273.8333333333333,19075.5,7.381818181818182,1.7950549357115015,0
CUST_00044,F,79.0,Arunachal Pradesh,Hyderabad,53890.0,Prepaid,Smartphone,UPI,102,1,11,26212,43,230.33333333333334,21447.666666666668,0.027586206896551724,0.9574271077563381,0
CUST_00045,M,64.0,Tamil Nadu,Bangalore,190695.0,Postpaid,Smartphone,UPI,1134,0,15,4806,144,188.16666666666666,14673.333333333334,0.6153846153846154,0.0,0
CUST_00046,F,31.0,Maharashtra,Hyderabad,219615.0,Postpaid,Basic Phone,Credit Card,1276,0,292,29866,167,334.3333333333333,19034.666666666668,0.973421926910299,0.0,0
CUST_00047,F,21.0,Tripura,Bangalore,130608.0,Prepaid,Smartphone,UPI,1479,1,476,8436,184,318.6666666666667,15534.833333333334,0.954,1.5723301886761007,0
CUST_00048,M,22.0,Karnataka,Bangalore,231752.0,Prepaid,Smartphone,Credit Card,353,2,484,41898,123,347.3333333333333,36085.166666666664,2.593582887700535,2.1147629234082532,0
CUST_00049,F,69.0,Tamil Nadu,Delhi,260596.0,Prepaid,Smartphone,UPI,1419,0,83,2542,61,149.33333333333334,15364.0,1.7142857142857142,1.699673171197595,0
CUST_00050,M,31.0,Tripura,Mumbai,163746.0,Postpaid,Smartphone,Net Banking,1594,0,250,3972,175,184.16666666666666,18960.833333333332,0.5421166306695464,0.0,0
CUST_00051,M,45.0,Tripura,Hyderabad,60648.0,Prepaid,Basic Phone,Credit Card,378,0,180,46249,99,194.66666666666666,27280.666666666668,0.6728624535315985,1.7716909687891083,0
CUST_00052,F,75.0,Karnataka,Delhi,200374.0,Postpaid,Smartphone,Cash,1490,0,232,34832,103,169.0,23800.0,5.065217391304348,0.0,0
CUST_00053,F,52.0,Delhi,Bangalore,91242.0,Postpaid,Smartphone,Net Banking,1023,0,11,8073,117,293.3333333333333,19592.666666666668,0.0547945205479452,0.0,0
CUST_00054,M,67.0,West Bengal,Hyderabad,167267.0,Prepaid,Smartphone,UPI,489,0,156,17482,115,258.5,21800.666666666668,4.0256410256410255,1.3437096247164249,0
CUST_00055,M,84.0,Karnataka,Bangalore,259459.0,Prepaid,Smartphone,Cash,898,0,429,5776,92,356.1666666666667,24145.666666666668,1.5693430656934306,1.5,0
CUST_00056,F,20.0,Tripura,Chennai,253260.0,Postpaid,IoT Device,Net Banking,1611,1,385,16967,138,274.5,11960.166666666666,1.2100313479623825,0.0,0
CUST_00057,F,55.0,Delhi,Delhi,167876.0,Postpaid,IoT Device,UPI,1445,1,415,49153,32,216.5,32621.666666666668,2.810810810810811,0.0,0
CUST_00058,M,83.0,West Bengal,Mumbai,65861.0,Prepaid,Basic Phone,Credit Card,916,0,382,26630,83,253.83333333333334,20503.666666666668,1.2044025157232705,1.247219128924647,0
CUST_00059,M,58.0,Tamil Nadu,Mumbai,51877.0,Prepaid,Smartphone,Cash,1577,0,210,661,36,249.83333333333334,10216.0,0.7033333333333334,1.699673171197595,0
CUST_00060,M,78.0,Tripura,Bangalore,70230.0,Prepaid,Basic Phone,UPI,891,1,249,31860,97,263.3333333333333,26582.333333333332,0.5747126436781609,1.247219128924647,0
CUST_00061,M,75.0,West Bengal,Hyderabad,264474.0,Prepaid,Smartphone,Cash,1790,0,46,4706,83,201.0,22210.833333333332,0.734375,1.4624940645653537,0
CUST_00062,M,,Mizoram,Delhi,159832.0,Postpaid,Smartphone,UPI,948,1,275,38663,170,246.66666666666666,31125.5,0.7645429362880887,0.0,0
CUST_00063,M,54.0,Maharashtra,Hyderabad,292707.0,Prepaid,Basic Phone,Net Banking,1877,0,160,9200,178,195.33333333333334,16798.833333333332,0.8131313131313131,1.1055415967851334,0
CUST_00064,M,60.0,West Bengal,Mumbai,60272.0,Prepaid,Basic Phone,Cash,1237,0,351,13669,4,335.1666666666667,17366.333333333332,1.032258064516129,1.674979270186815,0
CUST_00065,F,60.0,Mizoram,Bangalore,43625.0,Prepaid,Basic Phone,Net Banking,1934,0,160,7848,88,169.66666666666666,29637.333333333332,0.8385416666666666,2.217355782608345,0
CUST_00066,F,21.0,West Bengal,Delhi,51321.0,Postpaid,Smartphone,Cash,1418,0,92,38360,160,237.0,24192.666666666668,0.22962962962962963,0.0,0
CUST_00067,M,28.0,Arunachal Pradesh,Bangalore,122522.0,Prepaid,IoT Device,Credit Card,483,0,492,24596,150,384.0,23849.333333333332,0.9899598393574297,1.6072751268321592,0
CUST_00068,F,42.0,Tamil Nadu,Delhi,905685.0,Postpaid,Smartphone,Credit Card,1387,0,432,43596,131,244.33333333333334,29442.666666666668,2.740506329113924,0.0,0
CUST_00069,M,56.0,Tripura,Kolkata,236097.0,Prepaid,Basic Phone,Net Banking,1505,0,124,31401,71,139.83333333333334,22175.5,13.88888888888889,1.7716909687891083,0
CUST_00070,M,36.0,Tamil Nadu,Chennai,177982.0,Prepaid,Smartphone,Net Banking,1022,0,440,7421,152,299.8333333333333,18640.0,3.1956521739130435,1.247219128924647,0
CUST_00071,F,59.0,West Bengal,Hyderabad,141888.0,Prepaid,IoT Device,Net Banking,331,0,268,6704,59,228.66666666666666,28524.833333333332,0.7097625329815304,1.6749792701868151,0
CUST_00072,F,25.0,West Bengal,Mumbai,89069.0,Prepaid,IoT Device,Credit Card,643,0,144,46479,139,230.16666666666666,21825.5,0.3251121076233184,1.118033988749895,0
CUST_00073,M,22.0,Tamil Nadu,Chennai,33752.0,Postpaid,Smartphone,Credit Card,435,0,51,3068,192,252.16666666666666,11210.5,1.0833333333333333,0.0,0
CUST_00074,M,72.0,West Bengal,Delhi,105517.0,Prepaid,IoT Device,UPI,273,0,162,6721,90,186.5,25092.833333333332,11.642857142857142,1.4907119849998598,0
CUST_00075,F,27.0,Karnataka,Mumbai,44984.0,Postpaid,Smartphone,Credit Card,365,0,78,46659,172,362.1666666666667,22977.333333333332,0.16390041493775934,0.0,0
CUST_00076,M,30.0,Maharashtra,Bangalore,43179.0,Prepaid,Smartphone,Credit Card,701,0,98,5448,155,190.5,22346.166666666668,0.2385542168674699,1.8856180831641267,0
CUST_00077,F,21.0,Tamil Nadu,Kolkata,214900.0,Prepaid,Smartphone,Cash,1743,0,229,7758,148,130.5,20107.833333333332,3.7096774193548385,1.7320508075688772,0
CUST_00078,F,30.0,Tripura,Mumbai,128132.0,Postpaid,Basic Phone,UPI,701,0,231,7394,179,233.5,22741.333333333332,2.0714285714285716,0.0,0
CUST_00079,F,,Karnataka,Kolkata,119576.0,Postpaid,Smartphone,UPI,1063,0,443,25431,172,331.8333333333333,28497.333333333332,1.0254041570438799,0.0,0
CUST_00080,F,25.0,Tripura,Kolkata,78530.0,Prepaid,Basic Phone,Cash,693,1,37,28270,111,193.5,28074.0,0.14559386973180077,1.3437096247164249,0
CUST_00081,F,67.0,Arunachal Pradesh,Kolkata,197051.0,Prepaid,Smartphone,UPI,246,0,423,23953,182,306.6666666666667,22980.333333333332,1.8761061946902655,1.4907119849998596,0
CUST_00082,M,39.0,Tamil Nadu,Bangalore,2893140.0,Prepaid,Smartphone,UPI,917,2,223,28927,85,280.3333333333333,26394.333333333332,0.6222222222222222,1.8633899812498247,1
CUST_00083,M,69.0,Arunachal Pradesh,Mumbai,59638.0,Prepaid,Smartphone,Net Banking,490,0,185,36495,71,208.83333333333334,23408.0,1.453125,2.217355782608345,0
CUST_00084,M,81.0,Mizoram,Mumbai,256130.0,Prepaid,Smartphone,Credit Card,260,1,74,36751,69,215.33333333333334,37345.5,0.17942583732057416,1.2583057392117916,0
CUST_00085,F,41.0,West Bengal,Delhi,38705.0,Prepaid,Smartphone,Net Banking,900,0,77,3672,23,216.5,18557.0,1.1470588235294117,1.2133516482134197,0
CUST_00086,M,36.0,Karnataka,Bangalore,57092.0,Prepaid,IoT Device,UPI,956,0,160,45253,3,224.66666666666666,27209.0,0.5143769968051118,1.3743685418725535,0
CUST_00087,M,26.0,Mizoram,Hyderabad,135312.0,Prepaid,IoT Device,Cash,1002,0,73,25279,4,168.83333333333334,22587.166666666668,0.23125,1.3437096247164249,0
CUST_00088,F,52.0,Karnataka,Kolkata,57821.0,Prepaid,Smartphone,Net Banking,217,0,478,9833,69,222.16666666666666,14168.166666666666,1.7740740740740741,1.462494064565354,0
CUST_00089,M,74.0,Tripura,Chennai,32073.0,Prepaid,Smartphone,Cash,1452,0,370,22360,84,345.5,27447.833333333332,0.8812351543942993,1.3437096247164249,0
CUST_00090,M,50.0,Karnataka,Hyderabad,153593.0,Prepaid,Smartphone,Cash,1651,0,124,3750,85,206.66666666666666,17987.666666666668,1.2755102040816326,1.632993161855452,0
CUST_00091,F,27.0,Arunachal Pradesh,Delhi,115158.0,Prepaid,Smartphone,UPI,561,0,368,29118,65,208.0,21641.166666666668,,1.5723301886761007,0
CUST_00092,M,59.0,Tamil Nadu,Delhi,36253.0,Prepaid,Smartphone,Cash,1231,0,103,13521,41,222.0,21676.333333333332,2.2127659574468086,1.5986105077709065,0
CUST_00093,M,20.0,Tripura,Delhi,225545.0,Prepaid,Smartphone,Net Banking,1182,0,62,31852,118,231.5,19041.833333333332,0.15949367088607594,1.5275252316519468,0
CUST_00094,M,76.0,Maharashtra,Delhi,286896.0,Prepaid,Smartphone,Net Banking,959,0,475,41945,20,379.3333333333333,27359.333333333332,1.3076923076923077,0.7453559924999298,0
CUST_00095,M,69.0,Mizoram,Kolkata,218058.0,Prepaid,Smartphone,UPI,308,0,147,28795,0,195.83333333333334,23431.333333333332,3.148936170212766,1.1055415967851334,0
CUST_00096,M,80.0,Tripura,Delhi,201339.0,Postpaid,Smartphone,Cash,1817,0,189,46738,29,221.83333333333334,19941.666666666668,1.9,0.0,0
CUST_00097,M,57.0,Delhi,Bangalore,259325.0,Prepaid,Basic Phone,Cash,1675,0,57,4941,63,185.66666666666666,13908.833333333334,0.6590909090909091,2.23606797749979,1
CUST_00098,F,76.0,West Bengal,Bangalore,244416.0,Prepaid,Basic Phone,Net Banking,543,0,303,44900,194,244.0,20786.0,6.08,0.7453559924999299,1
CUST_00099,F,52.0,Karnataka,Mumbai,,Prepaid,Smartphone,Cash,1477,0,27,33539,149,148.5,27988.166666666668,0.17834394904458598,1.5723301886761007,0
CUST_00100,F,51.0,Arunachal Pradesh,Kolkata,188824.0,Prepaid,Smartphone,Credit Card,1718,0,140,21180,48,228.5,29809.5,0.4845360824742268,2.0615528128088303,0
CUST_00101,F,56.0,Tripura,Hyderabad,131656.0,Prepaid,Smartphone,Credit Card,411,0,126,44199,107,164.5,25476.166666666668,0.25708502024291496,1.3743685418725535,0
CUST_00102,F,29.0,Tripura,Kolkata,272324.0,Prepaid,IoT Device,UPI,549,0,112,36576,75,275.1666666666667,22221.833333333332,1.3780487804878048,1.1547005383792515,0
CUST_00103,M,,Karnataka,Mumbai,156130.0,Prepaid,Smartphone,Cash,1171,0,234,34624,54,212.33333333333334,23492.0,2.9012345679012346,1.3437096247164249,0
CUST_00104,F,42.0,Maharashtra,Kolkata,22461.0,Postpaid,Smartphone,Credit Card,449,0,334,3134,22,180.0,26712.5,1.7179487179487178,0.0,0
CUST_00105,M,,West Bengal,Chennai,143379.0,Prepaid,Smartphone,Net Banking,1721,0,391,929,175,319.8333333333333,23760.166666666668,1.2852459016393443,1.0671873729054748,0
CUST_00106,M,67.0,Tripura,Bangalore,165871.0,Prepaid,IoT Device,Net Banking,1719,0,200,18800,28,192.66666666666666,11980.0,2.310344827586207,1.4142135623730951,0
CUST_00107,M,39.0,Tamil Nadu,Hyderabad,17352.0,Prepaid,Smartphone,UPI,1432,2,396,26762,178,329.0,23329.5,0.8881431767337807,1.1055415967851334,0
CUST_00108,F,54.0,Maharashtra,Hyderabad,165023.0,Prepaid,Smartphone,Net Banking,1939,0,11,13893,16,149.33333333333334,23458.833333333332,0.06521739130434782,1.8257418583505538,0
CUST_00109,M,72.0,Mizoram,Chennai,87805.0,Prepaid,Smartphone,Cash,428,0,44,3670,71,266.0,10492.833333333334,0.5232558139534884,1.3743685418725535,1
CUST_00110,M,64.0,West Bengal,Hyderabad,,Prepaid,Smartphone,UPI,1779,0,263,19225,112,233.33333333333334,24028.166666666668,4.631578947368421,2.0548046676563256,0
CUST_00111,F,18.0,Maharashtra,Hyderabad,232228.0,Postpaid,Smartphone,Net Banking,230,0,74,19810,71,173.16666666666666,30489.0,0.18115942028985507,0.0,0
CUST_00112,F,51.0,Tripura,Hyderabad,220157.0,Prepaid,Smartphone,Cash,191,0,268,34324,146,260.8333333333333,29238.666666666668,0.6708229426433915,1.5723301886761005,0
CUST_00113,M,72.0,Maharashtra,Bangalore,226977.0,Postpaid,Smartphone,Net Banking,189,0,118,38814,33,300.6666666666667,21044.333333333332,,0.0,0
CUST_00114,M,66.0,Maharashtra,Kolkata,69238.0,Prepaid,Smartphone,Credit Card,1149,0,99,16209,142,209.66666666666666,15940.5,0.7299270072992701,0.9428090415820635,0
CUST_00115,M,68.0,Tripura,Kolkata,47441.0,Prepaid,Smartphone,Net Banking,1782,0,210,1316,41,300.0,23421.5,1.0497512437810945,1.9790570145063195,0
CUST_00116,M,58.0,Arunachal Pradesh,Mumbai,121239.0,Prepaid,Smartphone,Net Banking,1508,0,273,23554,27,305.8333333333333,21728.666666666668,1.1561181434599157,1.699673171197595,0
CUST_00117,F,71.0,Karnataka,Chennai,75948.0,Prepaid,Smartphone,UPI,78,0,110,34832,11,148.0,15405.166666666666,0.8043478260869565,1.5986105077709065,0
CUST_00118,F,77.0,Mizoram,Bangalore,296755.0,Prepaid,Smartphone,Net Banking,727,0,372,20963,134,252.66666666666666,20974.333333333332,1.1916932907348243,1.3437096247164249,1
CUST_00119,F,62.0,West Bengal,Delhi,269595.0,Postpaid,Smartphone,UPI,639,1,467,12721,74,211.16666666666666,29350.0,3.518796992481203,0.0,0
CUST_00120,M,74.0,Mizoram,Kolkata,235460.0,Prepaid,IoT Device,Net Banking,1413,0,369,5939,104,209.33333333333334,22473.166666666668,2.1264367816091956,1.247219128924647,0
CUST_00121,M,,Delhi,Hyderabad,250796.0,Postpaid,Smartphone,Credit Card,627,0,32,2427,74,229.66666666666666,21031.333333333332,16.5,0.0,0
CUST_00122,M,58.0,Delhi,Chennai,74234.0,Prepaid,Smartphone,Cash,1143,1,298,24820,79,283.8333333333333,30140.333333333332,2.392,1.2583057392117916,0
CUST_00123,F,82.0,Arunachal Pradesh,Kolkata,,Postpaid,Basic Phone,Net Banking,166,0,431,5722,21,360.8333333333333,15801.833333333334,1.3416149068322982,0.0,1
CUST_00124,M,30.0,Tripura,Mumbai,83323.0,Prepaid,Smartphone,Cash,575,0,172,41075,92,268.0,19950.0,0.5,1.0671873729054748,0
CUST_00125,F,18.0,Mizoram,Mumbai,127492.0,Postpaid,Smartphone,Cash,1768,0,98,10521,114,220.5,26542.666666666668,0.3173076923076923,0.0,0
CUST_00126,F,43.0,Delhi,Hyderabad,76844.0,Postpaid,Basic Phone,Net Banking,1452,0,384,15042,110,260.6666666666667,28586.333333333332,1.0185185185185186,0.0,0
CUST_00127,M,41.0,Delhi,Mumbai,162745.0,Postpaid,Smartphone,Net Banking,657,0,390,46694,165,258.5,43074.0,,0.0,0
CUST_00128,F,64.0,Tamil Nadu,Chennai,126435.0,Prepaid,Smartphone,Cash,1222,0,212,24885,148,248.5,29746.166666666668,0.9342105263157895,2.3570226039551585,0
CUST_00129,F,,Arunachal Pradesh,Mumbai,93077.0,Prepaid,IoT Device,Credit Card,755,0,197,19456,150,227.83333333333334,25759.0,0.5169712793733682,1.4907119849998596,0
CUST_00130,M,58.0,Tripura,Kolkata,36644.0,Prepaid,Smartphone,UPI,1568,0,418,18919,77,297.5,24341.333333333332,1.1355013550135502,1.4142135623730951,0
CUST_00131,M,76.0,Tripura,Delhi,85533.0,Prepaid,IoT Device,Cash,222,0,375,19477,114,322.0,26349.666666666668,3.957894736842105,1.8856180831641267,0
CUST_00132,F,84.0,Mizoram,Delhi,288586.0,Prepaid,Smartphone,Net Banking,142,0,49,16402,196,270.5,21058.666666666668,0.13297872340425532,2.0548046676563256,0
CUST_00133,F,30.0,Tamil Nadu,Bangalore,90277.0,Postpaid,Smartphone,UPI,789,0,64,2591,168,180.0,16997.833333333332,1.0,0.0,0
CUST_00134,M,66.0,Tamil Nadu,Delhi,74778.0,Prepaid,Smartphone,Net Banking,1567,0,413,19233,149,214.5,23171.666666666668,1.0272952853598014,1.2583057392117916,0
CUST_00135,M,65.0,West Bengal,Kolkata,69330.0,Prepaid,Basic Phone,UPI,624,0,136,82,128,132.33333333333334,27803.833333333332,0.4823943661971831,1.4907119849998598,0
CUST_00136,M,49.0,West Bengal,Bangalore,97289.0,Prepaid,Smartphone,Net Banking,1560,0,244,1134,179,260.0,13533.833333333334,0.5645161290322581,1.1547005383792515,0
CUST_00137,M,57.0,Arunachal Pradesh,Hyderabad,68053.0,Prepaid,Smartphone,Credit Card,1659,0,489,23248,72,321.6666666666667,16688.5,2.0588235294117645,1.3743685418725535,0
CUST_00138,M,45.0,Karnataka,Bangalore,158927.0,Postpaid,Smartphone,Credit Card,392,0,185,7352,3,154.66666666666666,17005.666666666668,1.24,0.0,0
CUST_00139,M,18.0,Maharashtra,Delhi,28261.0,Prepaid,Smartphone,Credit Card,1091,0,282,26935,22,288.1666666666667,24609.666666666668,4.101449275362318,1.4142135623730951,0
CUST_00140,F,42.0,Tripura,Bangalore,256503.0,Postpaid,Smartphone,UPI,1415,0,86,10704,75,130.33333333333334,16384.666666666668,,0.0,0
CUST_00141,M,46.0,Maharashtra,Hyderabad,247076.0,Prepaid,Smartphone,Net Banking,1972,0,494,24690,163,297.6666666666667,17467.666666666668,0.9919839679358717,1.674979270186815,0
CUST_00142,M,64.0,West Bengal,Delhi,276795.0,Postpaid,Smartphone,UPI,166,1,417,4188,175,385.0,28915.333333333332,0.8376753507014028,0.0,0
CUST_00143,F,56.0,Delhi,Mumbai,135076.0,Prepaid,Basic Phone,Cash,1367,0,119,33272,85,220.0,32552.166666666668,0.8333333333333334,1.6072751268321592,0
CUST_00144,F,46.0,Arunachal Pradesh,Delhi,133696.0,Postpaid,Smartphone,UPI,971,0,48,37548,81,185.0,26283.666666666668,0.22272727272727272,0.0,0
CUST_00145,M,81.0,Tripura,Delhi,94698.0,Prepaid,Smartphone,Net Banking,88,0,31,2367,60,245.0,17274.833333333332,0.6153846153846154,1.5723301886761005,0
CUST_00146,F,62.0,West Bengal,Mumbai,297320.0,Prepaid,Smartphone,Net Banking,1594,0,331,36284,12,286.3333333333333,31376.5,0.6845360824742268,1.2583057392117916,0
CUST_00147,M,57.0,Tripura,Delhi,287769.0,Prepaid,Basic Phone,Net Banking,424,0,477,47788,155,263.8333333333333,30211.666666666668,2.0,1.4142135623730951,0
CUST_00148,F,39.0,Mizoram,Hyderabad,140814.0,Prepaid,Smartphone,UPI,369,0,55,365,186,176.16666666666666,23320.333333333332,0.3146067415730337,2.1343747458109497,0
CUST_00149,M,25.0,Arunachal Pradesh,Kolkata,196429.0,Prepaid,IoT Device,Cash,1329,0,303,6644,34,338.8333333333333,28451.166666666668,0.6092184368737475,0.9428090415820634,0
CUST_00150,F,49.0,Maharashtra,Delhi,190458.0,Postpaid,Smartphone,UPI,167,0,210,11094,151,141.83333333333334,18325.833333333332,1.3790849673202614,0.0,0
CUST_00151,F,80.0,Arunachal Pradesh,Hyderabad,125130.0,Prepaid,Smartphone,Credit Card,1166,0,58,32254,88,230.83333333333334,35956.833333333336,0.1378504672897196,1.950783318453271,0
CUST_00152,F,21.0,Karnataka,Chennai,76169.0,Prepaid,Basic Phone,Credit Card,1487,0,432,19173,65,293.6666666666667,11939.166666666666,4.6063829787234045,1.699673171197595,0
